0.16559358449438202, 1.086172655400671, -21.417353093096413, 2
0.13815320556179775, 1.3225133378469442, -19.823721470352478, 1
0.5430397505617978, 1.3037261965553186, -21.091533891192032, 2
0.08610699168539326, 1.3490715133387829, -24.354668103764947, 0
0.546029404494382, 1.1897385939265004, -20.611243451909086, 2
0.1540506863258427, 1.3954643415336689, -22.367222794016048, 0
0.23785742056179776, 1.9593070409646125, -21.879002715256235, 1
0.3349847493258427, 2.6131455601643072, -21.59838995460643, 1
0.014887640449438203, 2.4378445646108569, -19.292348209142105, 1
0.2919065085393258, 1.1625585477095575, -21.974483031620316, 0
0.8385430105617978, 1.3142595475217, -21.06477801839075, 0
0.24548033146067416, 1.3497445774548118, -20.04702867275109, 1
0.10183096202247191, 1.4090179498217461, -20.76935125533508, 1
